registry_file,component_id,component_path,fields_added,path_exists,validator_binding_added,communication_pointer_added,status,notes
registries/component_contract_registry.yaml,SUPREME_VISION_COUNCIL_1_REMAINING,directors/DIRECTORS_05_TO_30_COMPLETE_SPECS.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,str,directors/DIRECTORS_COMPLETE_REGISTRY.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,SHADOW_EMPIRE_DIRECTOR_REGISTRY_MANIFEST,directors/DIRECTOR_REGISTRY_MANIFEST.yaml,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_GARUDA,directors/cinematic/garuda.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,CINEMATIC_COUNCIL_REMAINING_DIRECTORS_23-25,directors/cinematic/garuda_varuna_indra_summary.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_HANUMAN,directors/cinematic/hanuman.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_INDRA,directors/cinematic/indra.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_NATARAJA,directors/cinematic/nataraja.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_VARUNA,directors/cinematic/varuna.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_KAMA,directors/distribution/kama.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_SARASWATI,directors/distribution/saraswati.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_ARUNA,directors/kernel/aruna.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_KUBERA,directors/kernel/kubera.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_YAMA,directors/kernel/yama.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_AGNI,directors/production/agni.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_ARJUNA,directors/production/arjuna.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_MAYA,directors/production/maya.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_TUMBURU,directors/production/tumburu.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_VISHWAKARMA,directors/production/vishwakarma.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_AGASTYA,directors/research/agastya.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_GANESHA,directors/research/ganesha.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_PARASHARA,directors/research/parashara.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_VALMIKI,directors/research/valmiki.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_VYASA,directors/research/vyasa.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_CHANAKYA,directors/strategy/chanakya.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_DURGA,directors/strategy/durga.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_NARADA,directors/strategy/narada.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_RAVANA,directors/strategy/ravana.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_YUDHISHTHIRA,directors/strategy/yudhishthira.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_BRAHMA,directors/supreme_vision/brahma.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_KRISHNA,directors/supreme_vision/krishna.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_SHAKTI,directors/supreme_vision/shakti.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,shiva,directors/supreme_vision/shiva.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,DIRECTOR:_VISHNU,directors/supreme_vision/vishnu.md,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,AGENT_RUNTIME_REGISTRY,agents/AGENT_RUNTIME_REGISTRY.yaml,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agastya_agent,agents/agastya/agastya_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_control_plane_001_agent,agents/agent_control_plane_001/agent_control_plane_001_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_control_plane_002_agent,agents/agent_control_plane_002/agent_control_plane_002_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_control_plane_003_agent,agents/agent_control_plane_003/agent_control_plane_003_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_control_plane_004_agent,agents/agent_control_plane_004/agent_control_plane_004_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_control_plane_005_agent,agents/agent_control_plane_005/agent_control_plane_005_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_evolution_001_agent,agents/agent_evolution_001/agent_evolution_001_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_evolution_002_agent,agents/agent_evolution_002/agent_evolution_002_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_evolution_003_agent,agents/agent_evolution_003/agent_evolution_003_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_evolution_004_agent,agents/agent_evolution_004/agent_evolution_004_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_evolution_005_agent,agents/agent_evolution_005/agent_evolution_005_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_001_agent,agents/agent_governance_001/agent_governance_001_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_002_agent,agents/agent_governance_002/agent_governance_002_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_003_agent,agents/agent_governance_003/agent_governance_003_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_004_agent,agents/agent_governance_004/agent_governance_004_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_005_agent,agents/agent_governance_005/agent_governance_005_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_006_agent,agents/agent_governance_006/agent_governance_006_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_007_agent,agents/agent_governance_007/agent_governance_007_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_008_agent,agents/agent_governance_008/agent_governance_008_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_009_agent,agents/agent_governance_009/agent_governance_009_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_governance_010_agent,agents/agent_governance_010/agent_governance_010_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
registries/component_contract_registry.yaml,agent_kernel_001_agent,agents/agent_kernel_001/agent_kernel_001_agent.py,"component_id,component_path,component_layer,route_family,dependencies,packets,pointers,validator,quality,provider,status",true,true,true,REGISTERED_WITH_DEPTH_FIELDS,Generated from MAC-06.2B component patch table.
