file_path,scope_category,status,gap
operator_harness/NON_CODEX_OPERATOR_TEST_PROTOCOL.md,Runtime enforcement,EXPECTED_MAC_SCOPE,
operator_harness/non_codex_operator_packet_template.json,Runtime enforcement,EXPECTED_MAC_SCOPE,
operator_harness/non_codex_operator_result_schema.json,Runtime enforcement,EXPECTED_MAC_SCOPE,
proofs/mac_06_2a_component_depth_audit/MAC_06_2A_COMPONENT_DEPTH_AUDIT_REPORT.md,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2a_component_depth_audit/article_to_shadow_upgrade_map.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2a_component_depth_audit/communication_pointer_gap_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2a_component_depth_audit/component_depth_inventory.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2a_component_depth_audit/final_component_gap_ledger.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2a_component_depth_audit/mac_06_2a_generation_summary.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2a_component_depth_audit/media_context_depth_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2b_component_contract_upgrade/MAC_06_2B_COMPONENT_CONTRACT_UPGRADE_PATCH_REPORT.md,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2b_component_contract_upgrade/component_patch_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2b_component_contract_upgrade/mac_06_2b_patch_generation_summary.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2b_component_contract_upgrade/registry_depth_patch_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2c_patch_verification/MAC_06_2C_COMPONENT_PATCH_VERIFICATION_REPORT.md,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2c_patch_verification/article_requirement_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2c_patch_verification/communication_pointer_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2c_patch_verification/component_depth_quality_audit.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2c_patch_verification/media_packet_contract_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2c_patch_verification/registry_depth_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2c_patch_verification/route_manifest_depth_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2c_patch_verification/validator_hardening_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/MAC_06_2D_COMPONENT_DEPTH_BLOCKER_REMEDIATION_PATCH_REPORT.md,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/article_pipeline_connection_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/component_registry_conflict_repair_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/generic_io_repair_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/pointer_id_repair_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_article_requirement_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_component_depth_quality_audit.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_registry_depth_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_validator_hardening_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/prepatch_mac06_2b_diff.patch,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/prepatch_status.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/template_only_component_repair_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2d_component_depth_blocker_remediation/unknown_component_resolution_table.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/MAC_06_2E_SHADOW_OS_NERVOUS_SYSTEM_VERIFICATION_REPORT.md,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/agent_depth_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/codex_independent_gap_recommendations.md,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/communication_vein_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/director_depth_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/final_shadow_os_nervous_system_gap_ledger.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/media_context_capability_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/repo_nervous_system_inventory.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/required_support_file_gap_ledger.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/script_quality_capability_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/skill_depth_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/subagent_depth_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/subskill_depth_verification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2e_shadow_os_nervous_system_verification/validator_reality_audit.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/MAC_06_2F_V2_EXECUTABLE_NERVOUS_SYSTEM_PATCH_REPORT.md,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/approval_request_regenerate_segment.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/approval_request_regenerate_segment.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/approval_request_regenerate_segment.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/approval_request_regenerate_segment.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/lineage_add_script_segment.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/lineage_add_script_segment.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/lineage_add_script_segment.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/lineage_add_script_segment.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/lineage_store_init.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/lineage_store_init.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/lineage_store_init.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/lineage_store_init.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/non_codex_operator_harness_validation.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/non_codex_operator_harness_validation.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/non_codex_operator_harness_validation.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/non_codex_operator_harness_validation.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/non_codex_operator_packet_only.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/packet_schema_invalid_script_segment.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/packet_schema_invalid_script_segment.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/packet_schema_invalid_script_segment.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/packet_schema_valid_script_segment.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/packet_schema_valid_script_segment.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/packet_schema_valid_script_segment.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/provider_boundary_validation_script_generation.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/provider_boundary_validation_script_generation.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/provider_boundary_validation_script_generation.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/quality_scorecard_false_pass_invalid.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/quality_scorecard_false_pass_invalid.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/quality_scorecard_false_pass_invalid.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/quality_scorecard_valid.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/quality_scorecard_valid.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/quality_scorecard_valid.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/runtime_test_output.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/runtime_test_output.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_packet_flow_trace.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_packet_flow_trace.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_packet_flow_trace.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_route_graph.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_route_graph.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_route_graph.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_vein_validation.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_vein_validation.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/script_generation_vein_validation.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_dry_run_flow_script_generation.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_dry_run_flow_script_generation.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_dry_run_flow_script_generation.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_dry_run_flow_script_generation.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_operator_packet.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_operator_packet.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_operator_packet.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_operator_packet.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_preflight.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_preflight.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_preflight.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_preflight.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_lifecycle.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_lifecycle.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_lifecycle.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_lifecycle.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_packets_script_generation.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_packets_script_generation.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_packets_script_generation.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_packets_script_generation.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_provider_boundary.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_provider_boundary.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_provider_boundary.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_provider_boundary.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_route_script_generation.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_route_script_generation.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_route_script_generation.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_route_script_generation.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_veins_script_generation.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_veins_script_generation.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_veins_script_generation.stderr.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/shadow_cli_validate_veins_script_generation.stdout.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/command_outputs/validator_fixture_validation_summary.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/component_lifecycle_classification.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/prepatch_diff.patch,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/prepatch_diff_stat.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/prepatch_status.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2f_v2_executable_nervous_system/unknown_281_resolution_audit.csv,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2g_dag_fixture_lifecycle_closure/MAC_06_2G_DAG_FIXTURE_LIFECYCLE_CLOSURE_REPORT.md,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2g_dag_fixture_lifecycle_closure/command_outputs/approval_dry_run_flow.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2g_dag_fixture_lifecycle_closure/command_outputs/approval_dry_run_flow.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2g_dag_fixture_lifecycle_closure/command_outputs/approval_validate_packets.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2g_dag_fixture_lifecycle_closure/command_outputs/approval_validate_packets.json,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2g_dag_fixture_lifecycle_closure/command_outputs/approval_validate_route.exit.txt,Proofs,EXPECTED_MAC_SCOPE,
proofs/mac_06_2g_dag_fixture_lifecycle_closure/command_outputs/approval_validate_route.json,Proofs,EXPECTED_MAC_SCOPE,
